 1.00000000e-09  1.32900649e+00 
 2.00000000e-09  1.32801447e+00 
 4.00000000e-09  1.32603340e+00 
 8.00000000e-09  1.32208903e+00 
 1.60000000e-08  1.31427087e+00 
 3.20000000e-08  1.29891267e+00 
 6.40000000e-08  1.26927614e+00 
 1.28000000e-07  1.21407527e+00 
 2.56000000e-07  1.11817887e+00 
 4.56000000e-07  1.00039308e+00 
 6.56000000e-07  9.13334015e-01 
 8.56000000e-07  8.48986011e-01 
 1.05600000e-06  8.01424443e-01 
 1.25600000e-06  7.66270240e-01 
 1.45600000e-06  7.40286699e-01 
 1.65600000e-06  7.21081473e-01 
 1.85600000e-06  7.06886306e-01 
 2.05600000e-06  6.96394227e-01 
 2.25600000e-06  6.88639211e-01 
 2.45600000e-06  6.82907243e-01 
 2.65600000e-06  6.78670571e-01 
 2.85600000e-06  6.75539118e-01 
 3.05600000e-06  6.73224565e-01 
 3.25600000e-06  6.71513809e-01 
 3.45600000e-06  6.70249337e-01 
 3.65600000e-06  6.69314727e-01 
 3.85600000e-06  6.68623929e-01 
 4.05600000e-06  6.68113339e-01 
 4.25600000e-06  6.67735946e-01 
 4.45600000e-06  6.67457004e-01 
 4.65600000e-06  6.67250829e-01 
 4.85600000e-06  6.67098439e-01 
 5.05600000e-06  6.66985802e-01 
 5.25600000e-06  6.66902550e-01 
 5.45600000e-06  6.66841015e-01 
 5.65600000e-06  6.66795533e-01 
 5.85600000e-06  6.66761916e-01 
 6.05600000e-06  6.66737068e-01 
 6.25600000e-06  6.66718702e-01 
 6.45600000e-06  6.66705128e-01 
 6.65600000e-06  6.66695095e-01 
 6.85600000e-06  6.66687679e-01 
 7.05600000e-06  6.66682197e-01 
 7.25600000e-06  6.66678146e-01 
 7.45600000e-06  6.66675151e-01 
 7.65600000e-06  6.66672938e-01 
 7.85600000e-06  6.66671302e-01 
 8.05600000e-06  6.66670093e-01 
 8.25600000e-06  6.66669199e-01 
 8.45600000e-06  6.66668538e-01 
 8.65600000e-06  6.66668050e-01 
 8.85600000e-06  6.66667689e-01 
 9.05600000e-06  6.66667422e-01 
 9.25600000e-06  6.66667225e-01 
 9.45600000e-06  6.66667080e-01 
 9.65600000e-06  6.66666972e-01 
 9.85600000e-06  6.66666892e-01 
 1.00000000e-05  6.66666848e-01 
